,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
26,78.4568080449,116.199221212,77.0229646754,79.4603161036,56.4715351922,65.6189212652,77.5897604238,72.5300168513,117.758122066,118.548046321,136.120840281,113.661968396,339.194967551,296.200074187,589.85918073,925.026407186,918.698188901,714.334586096,7.85941986607,5.57975286908,8.33803675758,10.6530877902,10.5168325262,6.37496092683,11.6365419774,11.6300434835,3.17790476285,10.5761357871,11.2697326263,5.55511804228
59,55.459790411,25.4252809154,47.0870816629,106.370726815,101.457747321,66.0391677754,122.489483778,158.250198808,90.6952939993,78.6689007085,137.370990609,32.9257025184,306.229287195,341.475707714,599.903016683,1091.81201258,907.331914419,588.439940627,13.4208680489,12.7189834108,4.29414695895,14.5414655704,12.1053340796,20.1081658215,8.78140802764,6.8846192064,6.66273758769,10.5136480388,0.169187824331,-1.11002749639
94,90.262405658,109.938915057,140.906994267,95.1656925648,52.4246488711,40.4281020405,53.0061000413,89.6282289401,67.3435092054,118.522512468,140.595377275,114.517474727,364.901827937,310.607694285,627.196094271,1109.74022902,945.003083021,690.193456796,6.23063176034,14.2484385206,12.97047591,9.02523780875,10.805568806,3.92256236145,11.9211812171,9.65768586071,4.64527326832,2.95435162349,13.0947947281,2.76711905966
101,65.2597859006,115.119017812,57.861150446,74.4690114943,40.5440658065,40.6219187725,38.9481925244,57.7193054461,53.3241568925,128.820568734,95.1443786088,101.734037094,287.271200109,223.576209496,384.060541579,713.018861923,654.069421912,539.193164454,3.59055323968,4.37649315777,18.2133087888,-1.64035993685,2.53331625759,-0.348050904197,4.4257692014,8.29643070968,0.641541060337,1.79453577646,9.5908970133,-0.264568675677
222,104.14707065,149.283855086,136.695436451,144.534854218,80.2817088696,112.621738503,78.2309145132,112.712990839,84.808228798,82.5182255961,111.987189401,173.364870559,463.279395307,475.318282736,695.051569848,1316.56803332,1500.87423281,1004.35714865,3.56876052482,0.590354121661,10.2587896074,9.67025740091,6.54056250494,6.49604382044,5.65628759832,9.82198364209,9.46351291902,3.43662445566,8.19469793669,15.0804117983
252,62.5831925846,51.651795621,119.312719768,85.9177640595,63.7279862448,50.7856383644,56.0802712815,89.388413262,67.9156514669,25.3728373658,115.478010993,65.0421058501,248.476531831,268.768430407,482.631094752,1027.3764026,954.486966967,547.355361131,7.47438931013,12.4704267126,-0.955336039622,16.0948391444,13.8618734853,9.79583650415,13.3662880784,4.87739521176,9.93130426459,8.46175884015,2.20068636672,9.08222961443
364,45.8749589057,44.0037740191,95.063755795,74.4159776923,70.9182949923,46.5095380661,57.9145095669,66.1727453226,56.0873737692,50.6042745737,67.9197251448,46.297453297,248.375985949,147.597760948,254.570265514,716.301057011,703.13511293,413.142837984,4.15572906375,10.7551430725,11.3773662294,-0.867675033402,2.5778880603,0.844829543516,3.45729924899,1.09489915477,11.9765533709,3.03097739642,-0.892448925893,3.8776006809
545,49.8300098625,49.9818118427,78.2438139893,57.4915477772,56.1070044873,78.9513972993,102.569208052,95.2739607169,90.191176865,45.7487750384,31.8733500713,59.919395348,244.550638447,206.285847121,457.120122374,466.514608709,728.431809936,511.996307768,5.2237418804,2.02818976108,-3.65554691814,6.20536726644,1.61201020486,9.34377709845,2.46544302639,5.25469525447,7.83277761915,7.18379905967,4.66642894865,9.96739340179
624,75.1350363794,87.2074583345,189.134505838,97.4464042479,51.902043797,65.8057961592,91.8779674347,74.5721035816,116.837351831,49.6874683121,85.1952625884,125.537384987,357.960079606,234.084031391,528.617420706,722.965022317,920.190939066,676.130125875,1.36038982957,5.83480960754,1.86193902301,9.16032945677,5.78678279684,0.75142417156,5.25059533099,7.14126393353,12.9236514805,1.94942889999,9.70355006053,15.2361789523
661,46.0934013231,30.1508972216,59.3646348302,17.0211875847,83.1833569676,92.0727714415,86.4396603153,63.3134732317,101.09033797,17.9465062085,28.1942266263,5.70037523547,178.925571753,113.221503858,324.987448209,508.919499585,762.634754619,402.961029611,8.85844524188,9.43530618884,-5.39089369786,3.91986334316,4.74735777918,6.62644415794,11.5819263677,1.52040829104,15.0054880668,19.4244567152,-1.19992052102,13.6612625998
