,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
26,74.3050520564,106.590072741,102.179747936,98.8291651136,73.4227001807,68.9887754595,89.6932730882,108.598252933,98.5599780204,108.227158567,107.680984677,100.589293711,356.934365069,302.030082215,581.955469715,877.625821841,995.004007701,685.095192262,6.85518058052,8.58341428545,7.78912722364,8.42575302671,7.31362741723,8.73413432634,8.34224999964,9.00574572902,8.05093095313,8.07598038707,8.56222512453,8.37828075901
59,101.283485729,143.530436228,153.092669919,132.319833471,96.5143756701,72.4129896425,131.688344679,159.86245368,121.516368898,165.615041298,134.162346019,106.072683692,336.106546101,280.471239044,562.071719779,1010.14146541,1045.59579448,741.864081357,7.58629288049,12.759785733,9.03363175985,14.2412892349,10.5817240667,13.9235215585,6.05178815067,12.0632542057,11.5552630781,14.4392898796,15.4164050869,15.7892317913
94,60.9399590246,69.3696042562,49.478228085,105.831735992,70.6461175333,68.7620383015,103.326465268,78.908777827,81.3381268843,124.871586975,70.6881991704,64.9476430855,258.503160846,270.394432912,527.262830824,934.294237986,827.228771793,669.055789565,7.97746388174,2.85473453584,8.89550860847,4.99910264619,6.01422997541,6.0355598817,1.50791849125,5.33112293255,7.26939338981,4.60505978543,8.52502926987,2.4018611426
101,18.5270122179,56.1618356725,44.1351925894,78.3932059347,59.7350179988,23.9299563373,9.23735874329,38.8907301523,38.0261486701,29.8218425839,54.4790287344,69.3351176657,280.194177064,309.78567479,369.828558785,544.327455339,681.102445003,400.386741523,4.79074622898,8.26399375244,8.123842832,3.14560198913,5.25595715397,2.09366026283,9.58793863506,8.59837246288,5.4733611621,-1.10089183931,5.675129938,-0.738329222335
222,131.642621426,148.126685021,172.514545814,62.5378277248,87.5763913253,110.432297249,111.58893524,156.826357305,130.290399892,112.301235354,159.293260245,135.730805795,516.55402107,308.737959767,792.773670865,1042.52288815,1421.16857495,913.14582955,7.27081198864,13.9216876724,5.98738629626,15.3384176692,9.80952073807,16.0352705972,15.0746859794,12.4423521797,10.6400516565,17.9091177426,9.72435795622,20.3933601793
252,96.8630089706,139.145384868,128.209936515,165.693413535,117.61026513,85.646518575,137.723117405,148.50161356,125.483001633,178.965743199,129.668832263,114.041607546,414.038718735,417.213743815,726.397250715,1310.25219773,1280.63757231,914.590473891,10.3943514034,12.3034157174,13.591459694,12.4874290268,11.4950515295,12.3083222066,6.34625280014,13.1718492138,12.6818884672,10.5528446773,16.8987683914,10.3112906238
364,75.2875656336,118.025119011,138.3630387,94.9382608637,70.9561124837,37.7722253253,90.5674965547,132.141291044,85.6186352995,120.393427325,102.911517602,73.6184836728,207.833160477,163.396315337,303.462087664,649.982627457,711.573342917,464.662760153,4.67534213178,13.3978017782,6.09475261488,13.975187859,9.50782057406,12.8044531272,5.00829804148,11.343705707,10.0550652524,14.1085262681,14.5126515584,16.7558993837
545,79.9059336832,110.913376407,115.635511327,119.168775154,83.6428800988,56.3484481281,115.178725632,127.941454023,94.6826384363,148.489787812,99.7244586975,74.4760820325,236.209747742,221.303626598,423.018315391,866.145737529,814.402175121,604.618214604,6.71392598595,10.2271912549,8.66298812815,12.1139889366,9.16085193051,11.5826412605,2.50077597373,10.1265377427,10.2207659653,11.8147979796,14.7964538165,12.5423155155
624,48.0337573234,82.0450199548,86.3708500642,101.85882717,72.193078306,26.0668506512,69.4541844737,90.4943386481,57.4424681921,103.657186359,66.4618705277,49.813708528,171.465987178,200.271445849,267.238763013,641.940281644,590.662808501,413.987824315,5.22357279506,10.3763938166,8.13528963905,9.70060098209,8.30644869551,8.42528110949,2.4837473103,9.80687545739,8.91758217594,7.75531419739,13.6421474162,8.87821695908
661,93.1595847451,117.624697101,111.857853212,100.915220872,74.372155584,90.0266010245,117.564723899,125.279889334,119.974971762,131.061935883,124.399168371,113.361475441,392.643694215,302.613966852,681.868468431,992.249894731,1107.79712658,797.932186169,7.78303611454,7.10816370216,7.53118896659,9.05135824751,7.30503244903,10.26216063,8.36313343296,8.1569226449,8.41662924352,10.3364282538,7.83966476294,10.0939437281
871,43.9794637428,54.2035679747,42.4691463273,37.6436094878,30.5759800405,58.3330760673,43.8988329163,47.4991129089,64.9798020437,38.9117328306,68.7682105154,77.7518773345,304.389122111,223.369209612,491.29099722,547.476376182,729.987636282,511.285868229,4.50091475513,1.74976396471,3.48330749044,1.56823088621,2.2845099602,2.92148883924,8.65904568707,3.23846769775,2.78960260343,2.29414069308,-0.917352655088,1.56731356458
946,28.3306241501,53.7119116987,38.84993609,80.1428028837,58.6071196753,35.8837098299,34.9012926708,45.327167844,47.0954847039,53.8238524961,53.3126331703,62.2114723688,260.89977481,285.575057893,400.617569826,635.048195745,690.229401133,463.35970558,5.5857360053,6.07109615546,8.17342076996,3.31129115361,5.18682696582,2.91993120965,6.74771804525,7.18263037783,5.65304500262,0.416729865562,6.12146409962,-0.0193842772349
1169,55.5810630559,70.2160918774,69.0647121279,56.6240401661,42.0921878231,51.586527442,68.8964216394,75.5720613612,70.4099652921,76.3642917034,73.6175418399,65.6053353963,232.267940458,169.893004368,395.058283087,575.581357816,655.046075501,480.696144806,4.59610067067,4.42251829355,4.05608313442,5.68709530269,4.46605594542,6.36690901731,4.93449763532,4.97180926867,5.12934203042,6.68595681254,4.72656680385,6.74056404317
1283,50.1220859448,59.8586560217,35.4485890938,115.883984258,76.7229513681,59.2825564171,95.5480663389,67.6196072801,68.6028459571,124.025091723,55.2302791469,51.3985359523,205.426375249,268.467563559,466.948361199,915.761867675,708.749325576,583.358232861,8.08914059285,3.11145173355,10.3508214268,4.25102356849,6.22764514518,4.91129279929,-0.316507638236,5.85690080667,7.27622952007,2.63634061265,10.0049652658,0.324733538147
1310,41.2769146095,48.6136789673,33.5954643275,72.8075177627,49.3791070375,48.4562701488,67.4530123245,52.7401212902,56.485523499,81.6525833017,50.0768699053,48.4154895105,192.985659523,198.662954412,377.474756939,649.791400811,599.62848584,479.129317861,5.60817912151,2.10414793998,6.31372394113,3.09518740552,4.12953037093,3.84746633801,1.88037432845,4.04279161256,4.90865217015,2.72340738403,5.38115711095,1.32186009588
1334,41.4161752977,39.3021731414,34.7378210833,15.5688274734,13.1136785788,48.1275381209,45.6884892857,41.0987853247,53.1211313827,36.8839851301,52.3806376317,52.355576801,195.183526588,107.023822047,343.678787799,367.204756211,488.548940737,378.62218951,3.03361905095,-0.24781478712,0.846455102047,1.54947235146,1.2033594006,3.15645642311,4.75344494251,1.01730056287,1.66329897868,3.81471229951,-1.42396303166,3.22790010931
1415,45.9871388367,51.1593811689,43.7443306646,18.3717626811,17.7474538632,59.3055989683,41.987691311,46.1118652472,65.3393603087,29.5240721919,69.8141724182,77.0541974077,287.071108115,172.396053904,462.389506298,443.969192383,664.687189201,468.771097414,3.46253204358,0.608159243032,1.3871567973,1.23794886937,1.13254091864,2.8525019276,8.760528354,1.74704274068,1.65096163192,3.17212996495,-3.16303062007,2.77236633689
