,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
26,67.4914713377,73.0258449215,71.5439252259,72.9305334158,64.1473962517,60.5747166553,75.8788165277,85.0114870838,76.2284012556,92.588079219,90.9569178066,90.4573331805,324.76942309,246.870888546,506.125228131,871.827371423,910.959905938,654.810046766,5.66357338202,7.29067922633,7.62257741453,7.80610827247,6.57010784821,8.74938000789,7.15078732209,5.29646376317,6.80736365409,5.09314615139,6.14109493019,9.06356269336
59,74.39259827,95.5229227129,88.7707341785,89.6733153396,68.1685228316,72.2043735177,90.0917880224,99.852155331,95.4133052302,104.05956507,103.899497512,100.602246156,367.094496796,306.389443561,601.670392941,952.261574584,1027.02883401,730.043021229,6.64217895886,7.70723732574,7.84917458553,7.75149701818,6.79930979053,8.61041957984,7.81683227817,7.29958832692,7.36807460378,6.72511210259,7.08343765783,8.14567684645
94,42.0477164773,34.8107600243,37.4764668101,38.554636731,41.57580165,33.725892067,42.4846755057,48.2309432049,39.2127921122,55.6730306527,53.5546225043,55.1311274732,202.422555517,132.336036809,288.885182506,552.372041554,558.562851206,417.117344388,3.36365243252,4.77173638332,5.08652406375,5.43287156737,4.53178838334,6.20023068286,4.61597872377,2.33831228575,4.49137432222,2.46769590804,3.58386854906,7.02625360097
101,60.57303316,38.8030625329,46.3915512701,48.5503458401,61.6671077473,44.1993421459,56.0657566852,64.3489519075,47.5443163314,78.1370452303,74.0126273742,78.3065840064,276.05212591,158.54481841,373.263295588,779.720009849,757.26049322,562.990797029,4.24495912996,7.09352331807,7.71718983566,8.37441905729,6.55289490704,9.65766136773,6.47671142322,2.05801950244,6.23693596232,2.49620298824,4.79670413535,11.2847307302
222,91.0967390543,148.544331523,123.19415517,121.056858557,78.880607137,113.119122183,120.673350463,122.935098871,138.011385672,116.658974304,122.255441175,110.584779412,479.918987122,495.140239053,895.160049118,1196.30766362,1409.57574823,955.681961927,9.8043931893,8.8564046257,8.36516272959,7.31617928329,7.38273265517,7.85271651781,9.83036400674,13.9104662975,9.0418492301,12.0659510722,10.0755986093,4.75258227278
252,78.2316315295,123.706431496,108.817635434,108.997375561,67.99739537,84.520491389,105.010470394,115.069671484,118.232991638,113.304766491,115.547153198,107.94970971,402.51271854,378.767011167,707.904742468,1011.25769156,1146.08537178,795.025834829,7.84668712681,7.8314508056,7.64901440623,7.08433985459,6.71566998675,7.74107912736,8.38378275662,10.1804247796,7.79960530046,9.00849905175,8.15632163606,6.0115262513
364,73.7821644294,68.7240151372,70.7764597867,72.3867172177,71.7046010386,62.126533547,77.7434934347,87.8384152939,74.6988368881,98.8704657244,95.9694238215,97.3200486663,350.300129533,245.676128465,523.780450274,961.737201364,977.734470557,705.824300259,5.80153700527,8.17844271744,8.7032403185,9.1230300267,7.40931595794,10.2620117036,7.77381748807,4.62640186861,7.4327481394,4.67256988454,6.4542912348,11.1539365402
545,33.6904321622,47.3449727959,42.9606646737,43.2811429665,30.224710473,34.186721873,42.6111701933,47.0378805758,46.3572977819,47.8341616925,48.1831825402,45.9574577047,173.618900431,149.845836827,285.594839958,437.723605839,489.02563542,357.262798806,3.37819281828,3.47657205515,3.49238837526,3.35561296841,3.2091781064,3.74247458842,3.77005716706,4.00834508493,3.59516326929,3.57015840935,3.36506195322,3.47640709803
624,55.4611440385,-0.0867195906655,18.7305099382,22.1409321697,61.9777781106,27.252291782,35.9261004399,43.6036725692,16.0316605165,65.3418169785,57.8956998203,68.2537440766,237.673648281,67.0465519963,240.750658186,721.014928635,618.803794886,487.315101265,2.76058176273,7.16918631515,8.27462436419,9.50337403925,6.90121924352,11.079437707,5.96237935154,-1.70192074391,5.90511392156,-0.448510517573,3.54198927091,14.543386556
661,77.3763891982,94.3344464737,89.076107572,90.2177816709,71.7623301329,73.1503836471,91.6383984551,101.820524977,95.3168107046,107.582781416,106.91416226,104.407339806,375.079866636,306.14623384,606.311690764,987.340915367,1055.22758257,747.945371035,6.75665568611,8.32930274638,8.53575107991,8.46400668308,7.30823498655,9.43547813484,8.3243598355,7.18512748503,7.84543302572,6.70378849407,7.33988433564,9.26454098223
871,69.9426535455,101.896763648,91.6280978176,92.1752889264,62.2335229232,72.1740831925,90.1890486836,99.1902374272,98.9302087132,99.8585675465,100.970170846,95.8197108011,357.108912735,320.095704167,609.154844412,909.345893179,1010.07023206,709.34198142,6.81638163863,7.32919602001,7.25099506083,6.87605304083,6.3518414736,7.61676694866,7.67363946233,8.3482109899,7.16926086048,7.50900464297,7.15017503787,6.57105849137
946,58.8122993722,47.5024169007,51.6122104924,53.2146101456,58.2475437266,46.7861796109,59.0382497575,67.0073546407,54.042288985,77.6358676364,74.5314525842,76.8300665479,277.308046252,180.368870501,397.320853217,764.771426332,766.414747425,563.555093228,4.55431484527,6.79673296114,7.30633467302,7.75441996896,6.26182398971,8.8159202351,6.42382309301,3.16626351758,6.17385411049,3.36314613911,5.06855702815,9.95316502316
1169,45.7390833969,16.7277758381,26.8619811023,28.7031470109,48.4824115542,28.8410699928,36.7903679642,43.4025959444,26.316764501,56.8120219454,52.3203973844,57.7573614395,205.869327595,95.8055019422,250.740334477,598.556753115,555.082382855,427.237122848,2.95231466044,5.62931914403,6.29617895118,7.04719601154,5.27647558577,7.90862382931,4.86126352354,0.443738277779,4.92193545087,1.04234908358,3.40333929272,9.85416901346
1283,79.2954624147,40.6157455291,53.981041799,56.6959492774,82.3150142819,54.5778242912,68.785040831,80.0721749331,54.7634896859,100.737940434,94.1378021202,101.503306112,352.529006115,167.815132675,459.498247581,1018.31458783,943.652092074,691.90002576,5.07733822599,9.34188327013,10.393093193,11.5053298166,8.66528305559,13.0713619209,8.22292944788,1.47618126104,7.9893486349,2.33153164913,6.08382602985,15.7524138168
1310,38.7603016639,57.0734198794,51.1243915427,51.3629596663,34.3562911584,40.294494214,50.1776396115,55.1967236415,55.3432467278,55.4571331151,56.1432718868,53.1286129524,200.388990534,178.48286279,338.449366015,505.723521025,568.844135094,409.780830551,3.95604499963,3.95850460203,3.91900631915,3.72786563297,3.6322608713,4.162356205,4.3340950643,4.81902156966,4.11693760523,4.30161702507,3.92798007936,3.66602173545
1334,52.9850835793,25.5393111075,34.6144860443,36.7277981806,54.0833269158,35.176877434,44.6374088408,51.8052537775,34.7863742584,65.5492630224,61.3403932798,66.4419790048,238.365255885,126.096271865,308.769505661,684.554348737,649.318893096,489.870186343,3.50468982425,6.13477882802,6.81661263185,7.53847539606,5.82866436129,8.61092743928,5.53215901792,1.15962012233,5.41472106568,1.6887949826,4.0089192494,10.4401510097
1415,46.9141302085,49.3460082348,48.7871585266,49.6672690662,44.6893510575,41.5006777542,51.9899776469,58.3077086536,51.8193051085,63.8444838618,62.5926175609,62.4757185896,229.127049015,170.158091954,350.480931759,610.773327941,639.235838595,467.608091054,3.99807934491,5.10193244373,5.35117711197,5.50382438213,4.71894688421,6.2048189948,5.08710641727,3.65492457868,4.88596085895,3.54788502471,4.22480697533,6.66015635782
1463,44.5878513765,9.18732859855,21.2746727754,23.5654574092,48.3870096416,25.3763243435,32.8796228333,39.2576704131,20.182308357,54.4118483309,49.2611342241,55.9321034645,198.682208893,78.4444489674,220.808500621,581.8302592,522.36118291,408.895346939,2.65200676843,5.69511473122,6.45517042001,7.33212440586,5.49306517338,8.46777374566,4.93289927849,-0.26643480919,4.74451524548,0.519085349794,3.17170833923,10.8064183662
1500,47.7392244736,61.5139639372,57.1233487783,57.7010862457,43.6973748536,46.3873136399,57.8792623263,64.1599302838,61.3937809777,66.8514844174,66.7213481758,64.5686404854,240.428004832,199.523508173,390.750832245,622.228272384,676.478498139,487.052697402,4.47492544264,4.99894517484,5.08895210118,5.02186929434,4.55574887203,5.62313684108,5.20088738879,4.90479812935,4.94806335611,4.50313563258,4.6037648578,5.40520056003
1642,68.6917663031,111.560028435,97.5945237122,98.0846157629,59.5276895628,74.7227715399,93.3064882288,102.375472862,106.131123543,100.628247366,102.860750888,95.7094413154,360.997353012,343.421210987,640.180214662,902.290199874,1030.81794353,715.40962067,7.22699075509,7.17517972854,6.91237199921,6.35905319093,6.13454703406,6.97099108413,7.73305317951,9.49378112592,7.19392741726,8.41851612678,7.4789085828,5.35993285712
1697,63.2162493504,81.1888663377,75.4735540441,76.3312751874,57.9279805556,61.0662800683,76.5270702301,85.0867555835,81.1017805727,88.6974353469,88.6120853993,85.9728413637,313.115565498,259.517110916,514.338557071,821.516931876,888.810741886,630.784322431,5.83335790931,6.75337260068,6.86831708774,6.85651522163,6.01698598695,7.61465913163,6.89243028584,6.36642059945,6.48774914221,5.83771618267,6.12402426052,7.20398142175
1700,56.0551304267,124.923370664,102.20891884,101.447002318,43.1363539942,73.2425791585,91.2266240341,97.8226090588,111.870493872,87.1704951585,93.3751656745,81.2297910433,318.884988742,359.942962534,623.01986326,741.630210503,923.018722724,626.54272405,7.05319951801,5.26540665879,4.56751985593,3.44422912323,4.29918805648,3.63781808406,6.45251783669,11.330339152,5.90656211256,9.65146938237,6.96290451609,0.535060684867
1790,78.7982637968,102.618190799,95.0007327842,95.8430885375,71.9637507871,77.0691324114,96.0078602985,106.417592936,102.21117916,110.46249626,110.421035157,106.673265388,394.270126341,332.723553169,648.0022598,1019.76850813,1107.9995584,781.290824644,7.15555030982,8.25218009225,8.3875974706,8.25551593433,7.24380259557,9.15111485327,8.37197763689,7.95917714267,7.87598507583,7.30930715476,7.64775686775,8.55701369584
1800,30.6330292117,48.3113558485,42.5259430495,42.5986978348,26.6461612846,33.0512799284,41.0637929568,45.0037693389,46.1995764956,44.3465460535,45.2149259745,42.2587799271,161.808339566,149.444591094,276.701694647,400.183980632,462.167929906,335.000826918,3.33775261158,3.06857818989,2.99923641816,2.78070928453,2.8857193436,3.11902680906,3.50202919719,4.22586026328,3.34194823795,3.72979556686,3.1912055862,2.61202623388
1953,35.5307217692,43.8675793845,41.2311414559,41.7331835326,32.836321329,33.8457815056,42.24100707,46.964256904,44.2021777279,49.4025724863,49.1273004873,47.9047162931,180.111978494,145.251461976,285.74021282,464.30399013,503.534640865,370.685878352,3.38794490524,3.76060641564,3.85705037877,3.84548487032,3.54771219885,4.3469525563,3.96528476386,3.56545039564,3.81344525384,3.29425206585,3.38682270721,4.35293652468
2129,56.3840121152,85.8131120331,76.206207537,76.4351014667,49.5367451378,59.6905562147,74.19912868,81.4922081709,82.6465844028,81.1064639769,82.3739773035,77.4910281678,289.721780798,265.136331641,499.300120136,729.48486268,823.028502846,579.918264933,5.66583091643,5.69976123132,5.61718391782,5.27673094526,5.03004702514,5.82224686625,6.13260981093,7.10464042197,5.75708525657,6.32215108637,5.79274148796,4.82592920795
2156,39.8671079572,127.280786443,97.928159689,96.5417682465,24.7742682926,65.9628344322,82.5828767648,86.1320933217,109.25467249,68.7805140129,76.6852580397,61.5360687402,245.044521012,337.422396023,550.623122798,518.8335668,739.337927089,488.070393984,6.26450587762,3.15147558898,1.93139428899,0.359857057462,2.20717697268,0.17116983024,4.7157550079,12.0086790854,4.25169373077,9.92446617064,5.7448705477,-3.89531845676
2233,37.1163864954,52.1434609712,47.3031280905,47.633185442,33.3343242583,37.6473219873,46.94592143,51.81816992,51.0728026673,52.7732124534,53.1513769169,50.7022659022,189.827350964,163.676275655,314.172548103,479.943283519,534.944827231,388.671659056,3.71577659312,3.82982620446,3.84320351997,3.70742864932,3.55219869217,4.1631567024,4.15250036271,4.35355058403,3.96674427204,3.93901588361,3.70372410605,3.83427141463
2242,55.5075951845,109.277300534,91.3939394565,91.1730816152,44.9647912856,67.594106731,84.10920812,90.8841129157,100.071437737,84.2032606208,88.1220895609,78.9738407833,298.228154701,316.33333689,562.330237287,715.482542451,866.038559878,595.379927473,6.40581767977,5.28964129744,4.8117681291,3.95766347381,4.47326587487,4.33325766671,6.17714851746,9.54123936537,5.69141655146,8.19989405142,6.36931992094,2.03998179002
2365,38.6541311512,67.4421213723,57.9737545903,57.9831416682,32.5438150506,44.0274226774,54.6937755658,59.4653325602,63.2477490775,57.0097920191,58.6949025606,53.8026432291,208.337712401,204.573439789,371.190978059,506.728443949,593.591411785,421.370184323,4.31204434834,3.77024919486,3.58922989981,3.18707404121,3.39449234931,3.51290201065,4.34781576043,5.88768946087,4.08913545317,5.12661942489,4.19188616136,2.47001848052
2378,26.8883009946,42.070238786,37.1570344857,37.0827078422,23.369863567,28.7731889341,35.9400055242,39.3597550316,40.3278066953,39.0053404277,39.6048607568,37.1446110419,145.264043937,130.401166483,244.282279317,356.024986073,406.070248328,300.113186108,2.97976394053,2.72135148916,2.66925010765,2.48861482861,2.61185500809,2.80944854928,3.13410257295,3.71707782886,3.0083832871,3.28601830624,2.80358907854,2.42532221055
2470,29.1819906435,80.0461017191,63.1148977935,62.3739368931,20.0553150313,43.9035234468,54.3770686313,57.4793541776,70.0210971672,47.8704786553,52.3105323607,43.4538905846,176.509887252,221.777019283,365.233518679,380.364875137,514.815050021,356.048286212,4.32271806735,2.41813841618,1.79862443866,0.919690437169,2.00288414096,0.900606780364,3.46200578465,7.55321282755,3.19828654021,6.37155281305,3.91165363491,-1.29420481707
2557,44.3009164425,47.1401353543,46.4555842404,47.3083092585,42.0894912214,39.331661735,49.4199573393,55.3351824684,49.3209674961,60.3691373657,59.3496771613,58.9920722127,219.258357113,163.891468401,335.263547917,579.730710678,610.977270786,446.694812753,3.87371625993,4.82131635196,5.04937764244,5.18164553281,4.49178879492,5.85426971736,4.84134910578,3.58229909455,4.65496895449,3.43741286667,4.04167891901,6.18072325397
2814,40.3024313163,115.034665937,90.2078474463,89.1207508422,27.1256784275,62.2995401859,77.2701120986,81.3792889894,100.041596836,67.1254835397,73.6565327895,60.6746204703,241.212333329,311.725644764,511.360847343,516.274701658,703.837639664,475.621427044,5.96156581847,3.32138424039,2.4632012105,1.08070812633,2.60133042028,1.06646430286,4.81145850428,10.8275012298,4.28966746959,9.03787606012,5.53476745781,-2.37842686885
2859,28.7220498212,100.881554846,76.8168534245,75.5664850369,16.2547056815,51.2277256118,63.424063867,65.8415485323,85.6582978529,50.6975492584,57.4087203129,44.8305540538,191.089013001,266.344311504,431.937246947,380.355411729,563.963329014,380.378476661,5.09869294641,2.21851531611,1.2613394752,-0.0616141236805,1.61291559678,-0.274166680875,3.70368818157,9.95521628034,3.30458633187,8.18671133289,4.54189207596,-3.64813162103
2925,69.2269593366,128.300341061,108.803788725,108.398721961,57.195427537,81.6988761893,101.289403926,109.949479014,119.08177139,103.400391587,107.356197459,97.2871629065,368.793526598,379.471045335,683.124630119,895.465726531,1058.79967992,727.153862984,7.63231713863,6.61908605555,6.18345220764,5.30951487219,5.57724659687,5.70509851268,7.52105260411,11.0200676265,6.93690219785,9.52176458769,7.70362926887,3.22023010467
2953,49.8814994536,92.8808041436,78.8877297518,78.6208046005,41.1704786639,59.0341297237,73.3405511631,79.4413085818,86.1346019631,74.6959382781,77.6295013823,70.2998917467,270.599513608,277.27668887,496.872840365,652.951599391,774.387275643,540.087299217,5.69259600955,4.89160347018,4.56861882976,3.90313352013,4.21457507617,4.26710356335,5.65132981325,8.21085683795,5.24425766635,7.12752902727,5.65703945619,2.50725752946
2986,24.5793344086,88.5478938549,67.1948815323,65.7627230873,13.5153402379,44.7773042633,55.0636824061,57.5866640107,75.2874683859,43.8756410455,49.7834843686,38.5669030725,163.127343035,237.036562799,372.911023308,323.118441791,486.118197108,327.792308229,4.45164983714,1.64025177977,0.859602135218,-0.305104715523,1.30497352584,-0.538021274828,3.04183706473,8.66349862167,2.72375366031,7.05325091542,3.84531486222,-3.49644416839
3009,26.2405696104,47.637059386,40.5824212055,40.4578046477,21.8376959312,30.6056655242,37.9542300619,41.2481516769,44.3753945561,39.0294078232,40.4286312018,36.7845882849,144.544829965,143.302232762,257.188498774,344.909842932,412.225442331,299.868548732,3.13436253867,2.52542926574,2.37482909996,2.06333845705,2.3943089723,2.30551555195,3.0718935231,4.33141212411,2.92418574435,3.74647909602,2.89498021038,1.58253700846
3036,28.6939220237,50.5614923143,43.368824939,43.3039982247,24.1305729265,32.8976103365,40.8609688005,44.4643877657,47.3672801509,42.4785592142,43.8044175606,40.0951838206,156.729502792,153.288342397,276.855626292,377.64443999,445.909707807,323.022926401,3.32890748891,2.79135580705,2.63296239348,2.33445618593,2.61445211483,2.59873412338,3.32454110585,4.50014156015,3.13688887182,3.94424154336,3.11301777453,1.86627217852
3367,53.6135755833,62.7183748474,60.0195693299,60.8424688797,50.0572160518,49.7410613842,62.2096036303,69.3689071949,64.0240795084,73.982584507,73.2191895818,71.9719517697,262.042802739,207.377976283,416.928234763,692.783259505,738.582296706,529.249361516,4.79147162439,5.79380874784,5.97956827821,6.01916817229,5.22661226336,6.75385684122,5.8240818031,4.86852056068,5.55859140188,4.54135445355,5.05681879888,6.8075293308
3456,46.0643407694,9.4828344727,21.9692712598,24.1319449162,50.0352754225,26.165467673,34.0063776236,40.7237397464,21.1757823175,56.7313056209,51.2572661356,58.0824145113,204.83283002,79.9876606402,233.584681659,610.796293526,548.825076921,426.732550839,2.77799656074,5.87327572416,6.67248366021,7.59275665886,5.66406050294,8.76806455631,5.10847015974,-0.308925980334,5.03465188401,0.52072886822,3.27040681008,11.1779012513
3482,34.3278985228,69.2656583165,57.6979881993,57.4013436846,27.4835891484,42.5270351749,52.788017662,56.9458337866,63.3456414628,52.2391600947,54.7955705019,48.8182201129,191.221718234,202.783092094,356.550711378,449.540786502,549.863056892,388.04825839,4.22465642312,3.24921379656,2.93562572609,2.39460752589,2.88228278721,2.60413831439,3.98885327165,6.3083694513,3.71833979477,5.39717868397,4.00056744854,1.21657312688
3577,27.2339087725,72.5072064318,57.4295269468,56.7461683695,19.058981819,40.1313106957,49.7679509204,52.7731548188,63.6976174996,44.4887963949,48.3475237061,40.4834854121,164.443998594,202.159342424,334.645988728,356.92089134,478.57179856,333.218016578,4.05609150742,2.35032621182,1.84682265015,1.05855947443,2.02583734569,1.07739999549,3.35801882878,6.94578167298,3.09034955488,5.79115279815,3.66821996356,-0.903369624374
3649,81.0919539295,73.7587054255,77.008417128,78.4794226437,79.0816672168,66.8438800813,85.7119098476,96.811321818,81.168822407,109.137944711,105.563749182,108.245993214,387.19520497,269.042126511,573.307855184,1055.16543276,1068.60010315,768.943195883,6.3325224526,9.06732865515,9.66325284935,10.1492213145,8.1766289331,11.4069726499,8.55926908227,4.95976364712,8.17459529973,5.04531345181,7.11211412773,12.4231913804
3723,53.3494175272,41.5010745211,45.7005546471,47.2201301048,53.1566690332,41.784387835,52.757117975,59.9916156613,47.5591036179,70.1432560983,67.2838328742,69.7081145767,248.625953375,158.031572629,351.52314275,690.521592008,687.152034655,508.865392832,4.0657881474,6.12322572132,6.60446480501,7.03825948078,5.69764264585,8.04666932491,5.78493008656,2.63903820633,5.56758537505,2.88656436692,4.47759544785,9.18316110862
3778,51.8451943295,18.7274399879,30.0976097318,32.1317705022,55.0562390442,32.7940603687,41.5124431539,48.9739919224,29.7898630435,64.5556210203,59.4275499286,65.6287989603,233.035280209,103.542431653,280.229199851,681.368311134,628.584312595,481.227884593,3.13324378017,6.43037282305,7.17988220821,8.07389038759,6.05903885204,9.28878237088,5.50210570148,0.162256975434,5.44730930273,0.934706564954,3.79192871766,11.6679543908
3829,31.2373660861,48.9750948853,43.1725089702,43.2558994547,27.2177085877,33.597069728,41.7457240996,45.7664365549,46.8886204385,45.1730604838,46.0282426046,43.0651951531,165.361834578,152.055020893,282.842729232,409.341328292,469.214233891,341.058885789,3.38496835334,3.13395551747,3.06729430497,2.85018576191,2.94071336794,3.19582203367,3.5631124726,4.27075319607,3.39888326965,3.77328866786,3.24650337054,2.68861503362
3893,31.5448730328,88.154177672,69.3057823576,68.2398483184,21.3767900636,48.112840592,59.3536653568,62.9089498279,77.0512308317,52.0701150705,56.9853258745,47.1185589262,192.431739891,246.566210919,404.276727822,409.330541234,560.048553507,384.634072806,4.75829582397,2.59324481906,1.85911577619,0.852540301713,2.10678154629,0.796517581444,3.79045885988,8.54141709492,3.44484189641,7.06274641122,4.31664736264,-1.81820147765
3967,35.7121982174,118.540133322,91.0822807945,89.2502244892,21.4008477024,61.0495438183,75.8910938404,79.0290506146,101.408666122,62.1937058985,69.7783138084,55.3927414681,221.645614778,313.509013317,496.074284867,447.281939865,660.898428865,442.108108976,5.92110061745,2.81854969963,1.68875994514,0.198687159637,1.92043398836,-0.0684153124106,4.40119765579,11.298029182,3.89936892177,9.45621376009,5.40529645031,-3.88143550831
4031,46.8284048354,93.5126255056,78.1464835276,77.9818224187,37.6137917585,57.6151714755,71.6311183413,77.1613680265,85.5301940496,71.0805716298,74.3825368431,66.3093301285,256.622736356,272.211376427,481.876406021,610.256349442,738.347968799,512.31510122,5.54635931388,4.45401070016,4.02986906147,3.30268450043,3.80512493357,3.51786534172,5.30381915905,8.31901427857,4.8796378391,7.19191723917,5.36140882447,1.59834455488
