,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
26,82.1398358267,93.3679987387,69.18614677,89.6538609933,59.6591102605,69.5704285463,86.3004646321,95.739504427,113.327367769,98.536503055,108.445425261,109.76419246,303.366123641,267.953459421,535.273556364,808.142200667,902.60882038,745.759261724,5.21186243653,4.48485209994,5.09488096874,10.6214729268,5.84494883306,7.56264762783,8.95933944538,6.71230551198,5.77430054768,9.55194457918,3.13651841395,6.18135941992
59,101.734008387,167.521536676,145.501225645,196.773994923,93.2130899087,108.102371395,163.077827099,186.316149118,188.157165707,211.714512173,147.895168206,185.416886615,511.750082004,487.032375902,797.208877411,1406.43382473,1379.84766782,996.399426521,8.7546443882,8.74195883973,8.3506395779,13.6546120504,5.45558943805,10.6635005569,5.42232838246,10.7783966867,9.15113934938,4.64223658907,0.466260792603,14.7362522772
94,47.3787254147,191.689461801,123.825156007,69.0454203585,66.0200520462,82.4319337247,131.950755581,91.989262336,84.9651795598,118.550523285,57.7946132148,74.1556109377,299.924046373,272.398407816,704.544431254,1059.88523758,902.363151929,592.992523851,4.59155829539,-0.175452835716,10.895816439,1.36157801397,-4.0073924773,11.2202371293,-2.42661088642,4.62228118241,-0.809862555619,-7.74330742219,-0.91538433282,11.3287049498
101,67.118973759,53.9694167741,76.8126561312,80.0399925624,73.8386916168,49.1107342542,65.1971527233,57.3095417876,68.6400046959,94.5653038969,102.88711568,64.899988393,309.985009527,335.627808059,524.444710089,777.459853984,861.891088898,480.306178314,6.52762313177,12.842030714,1.42381401313,0.00629102052964,8.99537599529,0.301281612415,2.77104232684,7.89845938701,4.6798202525,3.45933494646,14.4055182973,3.59577158992
222,58.5893063941,105.62136921,99.5953226716,96.0752699813,59.504631304,103.76818195,97.891080171,138.286368336,96.8369143722,102.44274995,71.225777669,112.475176189,413.062185162,268.920725586,513.85977019,1003.80542067,1125.53742823,749.089102072,9.06666668349,1.94333725893,11.3066882055,9.85949480819,5.2451058329,13.5194268357,9.35303766962,9.19921356006,12.1126957248,5.25320634259,1.86020328764,8.32035973219
252,68.8749801129,120.216275762,158.170619683,104.603797143,77.6179892728,108.235408978,120.212449022,158.458648622,109.503883784,124.981389827,129.134202965,140.012896208,440.288528354,330.399239264,658.640944636,1194.07430772,1204.32171297,817.532808603,9.49078892014,5.31910304176,11.6689933531,5.36490037222,5.95168170622,12.1131547193,7.21766581072,7.44480503605,9.90282523384,7.54496653698,3.56391098896,9.12963887245
364,39.6955910214,74.8150867578,102.462408199,63.5113499254,50.9642868296,53.8609365383,60.1206645222,66.9444646346,29.8351461721,75.2497263954,56.6627556344,93.7124526116,231.461300546,237.237629269,329.451397058,769.120073564,742.751370455,493.264555956,5.98700895237,-0.354612231784,0.542387070776,-2.95791955532,5.51366076852,4.67268827417,0.146917094721,5.23390089823,3.52540364594,-0.25789191196,7.88637532927,0.805082559624
545,51.4889228799,97.980590087,130.221940333,88.3660378704,46.6239639941,79.2012316037,95.4335382649,131.463250477,90.2953743799,100.484120447,97.564049248,149.418634597,246.137982538,200.716300834,383.858592126,882.187960604,750.03519399,713.167345196,4.87559019664,-1.62147260207,6.51818745142,6.58110675971,1.9760424005,10.4350715672,4.33259790605,3.19081333676,4.76554617349,7.92457712772,-5.25016145576,8.00995043435
624,48.9321869918,61.4280127971,60.1943951538,88.2950259854,49.9192061858,31.2232379464,58.6967922515,47.6291921186,58.7630863943,96.0965112806,59.6543787218,78.919639727,213.587790297,279.470430827,351.37969279,659.754742782,638.300043825,436.736850745,4.05774565483,5.25095256786,-2.37742184227,1.22481552414,5.20443006433,0.342263785207,-1.11378362362,5.8840357959,1.75799960043,-0.754123454135,6.78416145803,3.67734892213
661,59.8761640793,121.983228176,63.9363073686,53.2746721428,36.8760065104,57.2240421444,77.3031158054,65.5534915257,73.329223567,69.6718057961,55.3071526639,105.49227551,144.336593307,142.041628881,366.172177112,632.264174527,583.500518355,649.607461948,1.89787596973,-6.88977125941,3.13150535785,7.74099101915,0.253278048659,9.69558211155,4.91156591673,3.26235061195,-0.046266120792,4.16289556905,-3.24371690404,4.34032399306
871,43.0844343727,42.5879634718,127.325563149,47.1329916538,63.4125227478,79.2541187818,53.1822573693,100.040601333,25.4170195243,51.8989741157,94.1695769721,78.8634426216,377.191162851,252.671597233,429.813677417,826.709952103,997.38752472,520.01413455,10.6573078087,6.82031085502,7.69424306103,-3.77731774071,11.7207798965,7.42941779976,8.35467350691,8.43144044708,12.2768598071,7.13194994574,16.729126067,-0.203391363858
946,31.8630310398,73.5137987926,89.5944755657,60.6770714129,46.4549387133,50.4479914144,78.3657072296,76.9666966584,68.0755423085,85.841864969,72.241116182,62.1212748853,212.507807568,209.42231551,417.837629722,693.291386956,563.954797771,375.953214343,3.91818849005,6.46954255987,6.60355453942,1.52466089668,0.316622761193,4.28283004415,-0.846164720957,2.80207022652,1.85724923339,0.802253009983,-0.88755053162,9.22442961611
1169,65.6049316688,69.831212427,-1.97738869577,37.3276206958,43.4124823107,39.9104908006,37.816233245,22.9056798593,56.0892243857,37.8146056666,45.33262071,20.6956715771,240.164158896,178.859618215,398.721989866,387.85240636,703.436332298,442.222137973,4.66673407643,3.44363414455,3.3830496051,7.15452148272,6.68232762823,4.77001063083,9.56853532401,8.37717512859,5.879923647,3.6883819491,13.0733021234,-0.645979481954
1283,60.3183510226,59.1042510976,29.492714429,50.9318345508,41.6021478454,40.115170858,36.4562147704,35.7914398756,44.3291150143,48.0282990606,50.3477685621,65.9015290706,204.266212997,173.998716021,298.977165845,451.117240731,660.436103508,486.480531648,4.65949122849,-0.197475910454,-0.728107844212,4.28639872266,7.73842164431,4.31683932561,7.3422855916,7.15754492286,4.87098901263,4.50864996154,10.6091972808,-2.14690549361
1310,56.317853807,87.3773796952,22.8869425667,25.8901795667,49.9459980368,51.5363592164,34.7367737565,22.0039156559,18.8380386499,27.5733014143,24.690814294,12.9210322587,279.620609016,171.920265991,385.87562761,455.80196447,851.12464271,396.589985363,7.09624277946,0.24530151108,3.89984055369,0.719638405323,9.09349405107,6.936513666,9.81104783185,11.4116689341,8.02559835008,-1.31504507942,20.79289078,-4.97585743292
1334,67.0609904905,76.431030869,84.0472980462,62.3193148504,72.2384350887,73.5629585172,81.3520778746,86.3510204469,85.5644363762,82.7945787195,109.132488809,50.0112236088,372.106017446,296.926198452,630.129735965,820.85554547,965.180739701,521.704692903,7.35607407482,11.8070001652,9.71731004519,3.68279064844,6.5797743265,5.71398605084,7.13179229859,7.70603121737,7.47987388392,5.68561794289,10.4532295181,6.43203591227
1415,70.8349397524,97.8871620512,90.993255419,58.1594725527,79.1550509602,69.1161737837,79.5214371286,60.9049125052,61.6980713632,84.197750082,94.5260871005,60.6815913818,339.058735485,314.817145662,624.29209656,878.261601498,989.619476388,562.255843719,6.91436618744,7.67591320221,5.22888579681,-0.467901568472,7.24150474675,4.5084305116,4.1090857689,8.1039652433,4.20862201167,1.74293893572,15.0424384812,3.005337129
1463,62.9354047885,122.322193288,139.099792276,100.965775593,68.9242859239,96.0162231596,112.805211858,140.78629446,101.425254932,119.259178781,107.783474454,128.265855984,393.342495696,307.392254864,593.42202102,1078.89047467,1078.73084657,744.756576727,8.20539757352,3.74361430096,10.2429812653,5.60362799653,4.87733354914,11.6218202195,6.07652707582,7.47576262404,8.16352208841,5.24257203344,2.94338791007,8.79093005924
1500,40.8118291084,33.7439358705,50.8831881069,-26.5376367799,37.1106134662,48.8659719982,30.3827669861,30.8333672062,23.1971061983,-5.7304665483,74.6220140782,20.9971330681,148.315325045,64.54951272,354.16200796,381.229183718,457.990157647,375.311901669,3.16489954876,2.86253435795,7.10578390352,0.566915263341,3.55068048739,5.21173758387,7.64090535917,1.2735252328,2.33808648288,9.60236861002,5.27569047359,0.700576721918
1642,68.1448651173,95.0419193546,86.8120141094,48.8045278651,59.2514743515,77.9817489264,83.9409094301,92.1484108082,89.8028925565,70.3216548525,106.395007667,82.9917284275,300.664036883,216.335326181,577.452795439,802.427400533,873.283273807,672.96928188,5.6787242113,4.38528037353,9.8573929778,7.15752603252,4.29256592698,9.61822517612,9.26331700524,5.2098500216,5.5260015357,9.72000824751,3.35156692767,6.48155069987
1697,50.0185834625,125.239840067,122.265814762,88.6014256863,59.2648418247,106.602625259,93.9420398778,148.387081042,74.0372658118,89.0252037279,69.5172234439,95.6955186829,457.404580204,233.207703309,494.971425779,926.494614356,1216.2392143,636.91565737,12.1683474085,0.669848202439,14.2288325535,5.50209468172,8.28863898363,16.3020427101,12.2945025628,12.4515291253,16.5190618277,2.2427809365,11.1798723729,3.69984035269
1700,80.6856395117,57.1873239546,118.97255841,92.7267920504,88.6723507075,89.0692755181,85.6429835478,122.276085074,98.4827461027,102.421895965,153.036352149,90.7045096234,485.385455382,385.468861682,689.335482496,1035.55940837,1248.70013743,683.768510855,10.977897428,16.8786094046,9.77998742725,3.95189937435,13.0416038206,6.08533078393,11.0389054561,10.7584168461,13.2383381268,11.7197960494,16.8971284016,5.7571365174
1790,84.4581358714,76.1567047212,130.676575874,82.1780015963,76.19483024,80.6698013081,107.753816307,118.990921745,127.377251521,113.9951687,170.536340378,140.731412519,291.204497726,324.231917694,680.337947141,1080.62060797,861.684598861,857.206014921,4.33493329968,10.3297626568,6.87949921865,7.5446802498,4.13863194963,5.63689661769,5.14614829101,1.54918501893,1.86198934534,15.6750973846,-2.99197138699,11.7004288646
1800,49.7072150446,75.8111950964,176.560766035,41.2890256114,71.7109333284,109.771493631,95.5261892589,146.482221719,66.9536535985,69.9318146827,140.20416998,112.248541401,382.158137275,227.977606516,587.545178857,1097.29061232,1085.1686194,705.046080937,9.40636019619,6.32461188059,14.6518728477,-0.519449882528,6.00564864405,11.6912369395,8.06453080973,3.56007642201,9.49931293788,12.2919075971,4.14701696718,7.02233693923
1953,48.7986271153,48.1568101757,51.9162395581,88.3956631675,53.8387037766,22.4456667698,49.9463436557,32.0324894894,49.7774340836,94.9798982342,58.4300707988,63.743308014,212.832463382,307.357040174,346.149176376,611.00304956,614.770561104,358.293198412,4.14607490258,7.41125874411,-3.62438981264,-0.601997262832,6.22651094265,-1.90689235898,-1.95138810167,6.3206526503,1.521733792,-1.86103358477,10.1039711317,2.37273143903
2129,73.5294638128,83.3452627308,111.299940327,65.5485058069,64.7769326285,53.2744145922,84.0934268428,63.1839270829,77.6040502508,97.1193217722,119.083986735,136.301325107,148.350307887,280.110726796,512.520674273,952.226731117,649.676329967,767.309520572,1.9498186311,2.15928384266,-1.70001786957,1.63065389937,2.90733213684,2.56644143476,-1.00550031312,0.341855777191,-4.23015170967,8.26840593197,-0.87754545631,5.88437917578
2156,76.8045175711,109.049071655,101.778067033,61.4492244228,75.7984888074,66.2738215231,84.8656151492,60.0794278824,65.7898109159,90.799647885,99.8927659497,97.8195704284,275.485199591,303.57681125,604.302055586,942.773681632,927.569426716,688.288622759,5.09729478185,3.29726054853,1.79783157509,-0.145441405456,5.65836995005,4.81378338761,2.21557097411,5.60289829186,0.452035222778,3.32797564568,9.79871746109,2.82611285511
2233,56.7416912001,95.545357885,58.6302491697,54.4388496999,57.2493227142,75.5604226222,80.5026506804,89.6579696578,89.3088626327,69.593159871,80.208723849,30.2413374612,342.941856137,193.720086428,533.809740347,610.472265614,849.608611682,432.521206786,7.06025194032,8.44752769549,13.2950255462,7.39398604898,4.51634210123,9.37344385991,10.2211670603,8.69836990086,9.56305925576,4.14249005546,8.18623538413,6.82110556713
2242,57.5478417232,114.039801645,57.5494340713,90.5972162869,45.5607248439,58.7245895302,88.9233387329,86.6845667404,101.746134897,101.890230482,63.1889936459,83.193272834,259.189354994,223.972787025,454.237880032,699.208693588,750.001583641,564.225357428,4.17002875484,1.7827271201,6.00681137955,9.55185527177,1.46481981848,8.09233397655,4.6738234107,6.44616964164,4.26962353037,1.40173667367,-0.522244914799,7.96667134057
