,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
26,61.3371823801,103.062071614,78.4175457122,103.253360688,55.5532174251,65.9256595595,72.4574681646,91.0980074659,105.148952446,89.3964934612,111.032098313,89.5688357256,314.098552169,318.181406661,586.216645907,863.183090076,963.964779648,720.190300427,6.64026716785,9.17821561962,6.96373881408,7.78597766753,5.87646586012,10.0445975678,5.60006905844,5.12118960264,9.58679510448,7.0039636029,7.68806743157,5.38931409339
59,79.9377860907,114.287765637,100.44993731,132.84336226,92.7583891655,85.8555946234,85.6489026074,127.646469175,90.8408649666,89.1962352206,117.111142696,94.3898039067,424.696316159,404.401223016,760.493902323,1079.24463181,1128.90750969,887.917692552,7.40195742157,4.94141328808,7.24607824387,6.90392452604,6.70187703809,10.2910298936,8.25462429082,6.86046220294,9.28317568935,11.2457251197,4.19895847942,4.15842958309
94,35.9878214104,46.6985109264,76.6136871534,86.04231147,55.8561797442,48.2454221549,52.4061390951,45.0112605238,37.1018335635,30.426012061,95.7244364125,55.3886328698,299.173676902,253.983263474,481.07567613,632.042252658,665.70692881,588.493227173,3.69073656152,5.34663741001,5.01356910816,0.132633899637,2.48086512555,10.4592522094,1.74769505658,6.07618009789,7.84453432628,9.60491638481,0.649144279255,-1.4148189354
101,96.9386331874,102.766145976,55.6069850534,47.6813861062,81.2071373085,73.8684445628,76.4591798554,160.781061622,71.1543222344,116.936240514,8.44229289051,68.8529810687,294.771546807,254.207923646,533.298818461,940.969127234,951.813971319,598.127654927,8.32900697706,-2.83584947384,6.58662074084,10.6640488922,10.8500469612,-3.32144574214,16.6146699558,6.86856297946,-0.84099084206,5.74941079039,5.79241138117,14.0487363846
222,59.6952349872,76.8122141531,100.145570864,114.721337784,76.7946065763,87.8612219557,89.7637300504,52.452194335,82.1763053801,65.3902159547,148.355377038,103.182095716,442.744988746,386.636898469,715.753328682,992.540231059,1097.52149733,879.009996976,6.75589018368,12.9826425029,8.94196068536,4.99402998856,4.35717526864,17.1953674359,2.5361677496,10.2944048959,13.4275998145,10.2698491631,7.21134508062,1.41713357227
252,67.6435744823,119.81110656,82.1956445842,135.213152463,85.3641331844,81.0168849166,94.1916268373,138.948313683,84.7680400112,97.741914793,94.3009240839,108.819867404,371.229346963,350.022721634,623.764529358,882.118242688,924.496995238,690.782018493,6.82303784615,1.08185057506,4.13218678171,9.66883919886,5.27731055531,8.97968458344,7.82655685458,7.58508889082,9.01899641941,5.85676225072,4.8742817731,2.81809693389
364,37.4962576587,64.8006856079,55.3549038688,89.4257329078,39.5125454644,39.4328417546,14.3923273764,41.4246838609,70.8867359397,23.2678075986,101.316791699,27.013420693,218.50678076,284.775965264,523.620556889,709.271471269,801.796950893,690.852818623,4.3478519285,8.82173231048,5.7351120732,2.1594787583,4.03371232938,10.215816115,2.3511985187,-1.05864083716,9.55103076664,11.4430117883,2.08103981261,1.05670499889
545,91.5475815618,108.234142828,101.725747062,82.6868616436,78.0040133146,85.9475922807,110.260610297,123.957032515,104.878305252,128.934996419,96.3394095227,113.707513928,409.68208925,332.486032664,664.050392923,1057.61115442,1133.35098435,783.986083043,8.36744708913,8.06653519477,9.87937824393,8.93737629353,8.60590388936,6.82576178978,10.4284648508,11.0512204062,5.76622639633,7.23908448765,9.56745884241,10.7545957265
624,55.0342789801,118.57533123,48.5072863206,99.2135972951,44.6458188049,59.9690702364,73.0689947894,114.636061942,110.676053781,105.476361487,75.6059318508,97.8372399774,234.792572633,262.197070998,441.701752078,683.321987623,777.323381151,521.923272934,6.60799261784,5.23123052407,3.93546761258,12.6176286518,5.85011419997,6.58088650101,6.98064808548,3.87308502476,8.69176579006,0.731277659007,9.81119008107,6.74940817164
661,41.9808406105,56.6976861922,70.1334563878,44.0437449569,37.8222944767,51.9466985438,103.107283669,62.0055796288,57.877417742,96.9702657213,63.8695710031,109.082995349,250.002102147,133.829025551,252.988482441,420.114823663,458.716521078,289.000272391,4.35541772053,5.53573188853,4.78912926437,5.84684832873,3.01510608678,5.78187252447,3.40858216334,12.4726674657,3.98200616505,-1.58074072398,8.29628097663,5.01821281946
871,27.6503233902,116.732337698,48.5030959094,165.339034435,54.4883071044,53.5775505631,41.4008553661,98.7252900214,88.947307707,45.4198870996,113.277366486,76.0503430393,239.120701806,337.023547711,518.346535931,623.481953877,700.739438884,609.38159386,4.65321759478,3.4134715568,0.876902000501,9.23799201063,2.11367424687,13.6308060577,1.8682436003,-0.440491106982,14.9017210797,5.74880818821,3.34605348614,-3.67579987345
946,42.3812502884,54.9538285783,45.7991365004,45.2204826534,27.1532104184,35.2123422522,26.3301441606,40.8050079963,70.1931979161,46.4403833183,68.7728032571,33.2011615031,186.545460098,204.15953768,401.616849541,619.861622844,708.31169174,541.754973361,4.70843100833,8.7379707526,6.43371552189,3.66391770451,5.30013844744,5.835367703,4.35873136145,1.35414460038,5.74934221698,7.40332539741,5.13121441,5.82948133064
1169,27.4248914867,69.7457233029,24.5610788462,86.6316885802,40.463940629,34.5187173218,20.3346619829,74.772879198,46.0819080617,30.0455196666,45.6912047349,33.8529029362,148.00459309,204.021720098,333.722074052,442.395422617,476.408627333,397.174186584,3.46623139084,-0.674730117822,0.667275118349,5.7032411923,2.6842655448,4.8094936724,3.91685453596,-0.565338865432,6.52814902034,4.35399205093,0.951964039883,0.0525834958893
1283,55.0141400634,51.2720440011,78.5269975123,49.2405151721,40.303479074,47.7810997975,45.6204579653,33.7089778595,74.48262908,53.9355912839,100.326550884,46.8425953548,276.727680837,242.704732305,536.270687562,783.486490947,873.369482074,678.252931083,5.41100492274,12.4865722627,9.51313670666,1.23306046895,5.88236745925,8.72835835291,4.08248179116,4.73966513332,6.45142500723,11.0515057677,5.34090077818,6.19340405576
1310,74.6173355426,137.35958583,99.0816473811,139.131735018,82.7264086938,92.3448804604,131.690992934,148.202855522,113.737541731,137.95476177,115.659207237,153.573828,404.002977799,346.218855334,614.659865683,907.425918433,977.002908386,679.553839569,7.85395374343,5.04784590265,5.61770016002,12.7484750399,5.8185351312,11.0126382785,7.67750132723,11.9502443764,10.6253839899,2.33617939282,10.1373511099,5.18539128125
1334,25.546119287,26.4672271777,24.8102305024,19.4980819117,17.570823841,19.467870569,13.7164112396,24.154328562,31.9633341981,23.9081868194,30.4102987833,14.3422051406,109.555707227,109.9423112,222.848092017,352.024412403,395.624882022,311.435763495,2.72984436561,3.74557961565,3.46995085871,1.53969641345,3.23592384385,2.27619118976,3.10752773721,1.14658039382,2.36437212833,4.48420185812,2.11709481115,3.60352987015
1415,64.9393517566,45.0540871802,64.6302432357,-4.63319859597,35.8671355085,48.9511831958,79.3260394799,59.8831712751,61.3584528395,97.8905223386,36.8618563404,70.8232441737,245.215028276,137.839326865,335.397753109,639.137544882,688.734422608,424.218843026,5.68362175314,7.09993534665,8.29601684748,4.67113215191,7.10964732015,0.466835276497,8.14130067127,10.060302339,-0.490870830377,2.8789376858,8.53834364735,12.2611037402
