,fridge_1,fridge_10,fridge_11,fridge_12,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,hvac_10,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,wm_1,wm_10,wm_11,wm_12,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9
26,75.1250565612,111.013896398,95.3732210515,90.7311337275,69.2034312631,74.6093746321,90.5234468146,108.840861661,104.428951251,112.246350715,104.550687098,109.103052123,352.344525535,299.075174362,574.048602887,894.84727066,984.024184848,669.009856417,6.58707169927,6.56899356022,8.99705540734,9.64317430056,6.0006792772,9.87358964002,8.56252883153,8.73365437952,7.46712758021,8.08870388363,7.94980006938,7.02841816672
59,76.240180052,94.6327871908,84.3321065145,101.196315045,71.2384450071,75.320159894,101.386012139,97.675836547,95.3965551151,105.874110748,97.2262925339,110.135591011,353.233092348,305.616445908,579.656543136,938.185406733,1021.21604502,714.018881898,6.69073513645,6.27481250231,9.95356643117,8.0799996417,6.19941166831,9.51011264022,9.37009673646,7.62537932077,7.6884871455,7.13304207412,7.04317220152,11.0722147843
94,77.345961973,124.238508898,93.6897039024,92.0175277388,75.7652429317,73.2776695605,96.0600913844,116.395109183,105.179468073,127.495350144,91.2754112763,135.191405085,337.459603796,314.457880211,510.802579041,900.465656165,1003.07030036,619.096168375,5.82666892562,4.3437635116,12.6941913364,14.3859789534,3.90580319309,14.0362807002,10.7160405235,9.6502385314,7.5109277208,9.55903531856,8.97250697207,7.22174686991
101,61.9927859404,105.134217801,85.6980840567,67.689350078,57.189330006,60.5614110001,68.0178012547,98.4633192449,91.9785267828,99.5622134202,88.1989637797,94.1996967722,289.053330449,243.577990479,454.429043866,704.07647881,785.942245559,514.730539191,5.25997681527,5.13577622516,7.47695822421,9.99673499635,4.40892917777,9.29570699347,6.96527559538,8.26467219469,6.04738701144,7.67733938381,7.34614396694,2.9992840734
222,89.8455752911,127.748137646,119.868575332,68.9866821455,77.7480743306,98.5256152115,70.6658431205,120.591508772,125.39689925,108.049264101,139.000033907,79.1885369503,465.875118745,341.093067095,799.515436901,1049.01977996,1158.42841999,828.727590704,8.96718369107,11.496769742,5.1443689341,8.95336412235,9.86276236551,7.92963087588,6.89718734735,11.5719685781,9.17031144875,9.8428690903,10.2748019868,1.89283495185
252,65.8503379783,80.0868897785,55.7026168926,93.6097698066,69.1478837746,61.4619371725,100.651397431,80.1440555555,70.2568990015,102.010458282,54.6183675154,126.820696229,264.248744166,276.614932512,388.591075943,823.142417714,907.621732906,561.81228502,4.60436226635,1.80283979605,14.147835198,11.3344889486,2.31777880973,12.9816307064,11.2234348437,6.42403990576,6.27708096654,6.9145387062,6.17368754461,13.3977549329
364,93.9631958588,128.469686096,110.224393649,118.542430537,87.9575689886,92.6157579618,119.570491244,128.354845308,122.990636585,136.826904486,122.227129733,139.280434247,437.209995785,382.9327671,714.41146105,1156.89359749,1265.94921814,851.419925199,8.06702515101,7.66138267021,12.4311916496,11.7239224209,7.17388431154,12.6834732749,11.4317044963,10.2088466427,9.30712211625,9.60523231836,9.47768161329,11.348889092
545,78.8828066243,86.8758514395,82.7397046787,110.553242876,73.0041246404,78.267821038,109.060059325,94.0261873307,94.462054071,102.854869621,100.523283573,108.359540324,366.82092875,313.227789237,612.304563116,987.94937612,1073.19710792,767.801100823,7.10243913071,7.1192530403,10.3472745416,6.7756922389,7.04495493715,8.86622373396,9.87133845155,7.44152911723,8.27685513524,6.6168632809,6.86302516236,13.9168831548
624,41.7957322046,86.4026935806,70.8359670077,36.013727576,36.4008209879,41.3599352192,35.0263648873,77.6873184362,72.4880839392,71.8604511652,71.0142102957,58.5505299191,211.610442667,162.103283986,326.82275744,445.760327246,507.194857534,337.094351689,3.81904112126,4.31807964617,3.42765146009,7.59908909414,3.45229552243,5.99007875657,3.69364354778,6.82299623323,4.18196982423,6.12772556312,5.84132328973,-2.02876596746
661,65.7516481895,68.6320061884,78.4199878223,90.0926361203,55.4019791325,68.044806796,84.0808147694,77.9442835639,85.1024136331,75.5906871235,103.708683225,66.5156770624,336.858571513,257.596764639,598.731066398,834.553832677,898.579715573,705.895539496,7.15067467689,8.66503740167,4.81865706192,1.89824993666,8.64442190847,3.87523855587,6.47663091744,6.16261930246,7.68014854378,4.93015272719,5.37202863334,10.3035953998
871,61.7715401599,110.951495192,89.2716210346,64.4728599473,56.8448215592,60.2370924508,64.9322420144,102.427068816,94.9585145772,102.163473833,89.8975898526,94.9653363319,292.53486529,246.27231595,456.263401448,697.375631789,780.231168574,503.931616408,5.20987419245,5.21504323056,7.41967272606,10.7923051462,4.33096401304,9.61709882744,6.87016926324,8.73841437917,6.06740831871,8.13411113546,7.76135169575,1.78468666685
946,40.9064821295,22.482416225,25.2596623783,70.1478402054,40.089893727,39.9187369069,70.9948858313,32.8737822566,35.0221508957,45.3560942473,37.6580530313,60.2512688564,188.039195424,174.647190161,313.639006517,581.303800533,626.89298048,470.599824321,4.12219921698,2.95768986051,7.5149520059,2.19506092599,4.01271362503,5.09260260971,7.05036903645,2.75420959107,5.07077401696,2.67472401073,2.52348611064,13.530941203
1169,75.1784779825,96.6635736983,79.4753862406,100.417490283,72.8462028604,72.4610920653,102.696453479,97.5677595248,91.5860641623,110.044134504,85.8484221828,121.022202316,333.62147245,307.619033359,530.092755187,924.692659229,1013.4526051,673.40027925,6.2813764171,5.03863223907,12.1752996165,10.4222081922,4.91597761171,11.3597725562,10.2927224511,7.76733670427,7.73851937597,7.59352631112,7.44541007495,11.4484851781
1283,64.0556876179,71.4572722442,71.7587918454,87.0632907288,57.3702965059,64.9656361336,84.8517311236,77.7880662719,80.0638933647,81.0000200188,89.5266651466,79.5790040627,316.034689964,253.797527274,545.079757259,814.913076322,882.25277993,649.705244139,6.40114993469,6.74334333766,6.82078153213,4.34330104643,6.78379623312,6.07939301941,7.29939721221,6.13030186181,6.98278767702,5.40142674636,5.55546607232,10.2174968758
1310,44.4771250396,22.2750994673,27.6159234647,77.8002513138,42.9710928523,43.6617861022,77.4460939784,34.0540153738,37.8681693048,47.0407622577,42.9118177274,62.6599341888,200.437558017,183.664881764,346.234614303,628.440802109,675.371469555,513.138893288,4.37551167671,3.35925433913,7.50833149642,1.47369492279,4.504603673,4.70241370583,7.25612311251,2.60337865349,5.40307977939,2.42167866499,2.34389934713,14.7612370145
1334,29.7551701812,16.981326261,32.3509691052,43.7430569414,21.5126589884,31.2718467348,38.1012567357,26.1635562339,34.6243248469,22.0303079,51.7189781799,14.5173171594,176.515716027,120.587186082,331.460378167,420.373841363,449.12729005,406.257633711,4.12467001462,5.19564681493,0.564098515651,-2.11475521158,5.54847104744,-0.395175961583,2.40717642716,2.2467483143,4.00329567155,1.42268339128,1.74313347965,6.27121111549
1415,48.0875590754,64.9145680289,51.2272267607,62.9796550744,47.1958450485,46.1581078856,65.3178884708,64.1737964189,59.2741354805,72.9850325344,53.7880087546,80.7274548754,212.890205864,197.280129218,328.188788776,589.62660407,652.250993766,432.401398997,3.89668837789,2.84411639263,7.93169768434,7.17674985979,2.9180225307,7.8855439464,6.91888527067,5.29632357955,4.85765325279,5.24443173317,4.80029470809,7.2738832092
1463,57.1349111837,113.145487723,102.97238701,49.6180463604,45.3593093218,58.4362205096,43.7523419506,104.431834114,103.228219498,89.2346508745,111.579645766,61.2526039541,314.411096994,223.152390178,513.882413696,613.886567513,685.603682629,496.42948479,5.83452330783,8.27043510338,2.18403070794,7.66319729487,6.78201718579,5.63165449411,3.81721352746,9.30056135989,5.87182911624,7.8384864146,7.86468331381,-3.13844489697
1500,39.1605484535,44.8281341714,30.4687521194,58.0467607056,41.5616208891,36.0420747704,62.1891601585,45.3984259225,39.7509016516,60.1160145898,29.6841509596,77.1957887665,157.515452731,166.414389497,225.882212803,501.792980243,554.341523108,353.831440443,2.86339944863,0.88494503353,8.67967359012,6.58157382547,1.4568165783,7.80841722712,6.99510899453,3.77000988868,3.91401456635,4.08771868004,3.49385686339,8.83052552514
1642,47.9230361901,78.8658007504,68.2282213303,52.7770478289,42.8105738989,47.6968112055,51.3807077801,75.2526295375,72.4503126732,73.7442962644,73.8603453378,65.9054008581,240.04202224,192.65080943,389.45114342,566.424023227,631.982288479,438.630430031,4.59014805859,4.88935012032,4.83385141136,6.58620847434,4.37705503367,6.17034239937,5.04401319469,6.44284892917,5.05016025214,5.81824705992,5.65844271469,2.45469859286
1697,60.1204905268,76.8319789447,57.9124704548,83.5816795831,60.6479146278,56.6983460071,87.2933428433,76.6083156764,69.7286744402,91.7281501921,59.9231689873,107.985923113,251.565344428,245.243442497,386.970150324,747.197494208,823.906636913,528.234581781,4.68943695075,2.80369001809,11.5412964922,9.73437438582,3.15771694675,10.9558061963,9.61987572105,6.3264827805,6.10438683451,6.3907846445,5.8411679606,10.9769905507
1700,55.2722452047,76.3375911587,65.6598608978,69.7758141801,51.5817338234,54.3769302906,69.9437048654,75.9300563288,72.8020096422,80.5663046428,72.8846126033,81.7619112479,262.924771943,225.58094328,423.626780125,682.155473717,751.616141352,517.72597765,4.98825843787,4.6107946478,7.30389994508,6.96028629802,4.48768222508,7.55838374341,6.89757630277,6.29657314014,5.7562735018,5.89313149894,5.68409033784,6.76994677416
